SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1,Consumer Cyclical
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1,Consumer Cyclical
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10,Real Estate
RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1,Real Estate
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10,Industrials
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10,Industrials
S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,INE902B01017,10,Industrials
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,2,1,INE13B501022,2,Technology
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10,Communication Services
SABTNL,Sri Adhikari Brothers Television Network Limited,BE,01-APR-2024,10,1,INE416A01044,10,Communication Services
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1,Industrials
SADBHIN,Sadbhav Infrastructure Project Limited,BE,16-SEP-2015,10,1,INE764L01010,10,Industrials
SADHNANIQ,Sadhana Nitrochem Limited,BE,05-MAY-2023,1,1,INE888C01040,1,Basic Materials
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2,Consumer Cyclical
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10,Basic Materials
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2,Basic Materials
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,10,1,INE0W2G01015,10,Healthcare
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10,Industrials
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10,Basic Materials
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1,Healthcare
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10,Healthcare
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10,Consumer Defensive
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1,Technology
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1,Consumer Defensive
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1,Basic Materials
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10,Consumer Cyclical
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,INE658G01014,10,Basic Materials
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10,Industrials
SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1,Communication Services
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10,1,INE12NJ01018,10,Basic Materials
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1,Consumer Cyclical
SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,2,1,INE148I01020,2,Financial Services
SAMPANN,Sampann Utpadan India Limited,EQ,27-JUL-2012,10,1,INE735M01018,10,Basic Materials
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10,Consumer Cyclical
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10,Communication Services
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10,Consumer Cyclical
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10,Basic Materials
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10,Consumer Cyclical
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10,Basic Materials
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,1,1,INE989A01032,1,Industrials
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10,Basic Materials
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10,Healthcare
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10,1,INE0UOS01011,10,Healthcare
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2,Consumer Cyclical
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2,1,INE08NE01025,2,Basic Materials
SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1,Consumer Defensive
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,2,1,INE806T01020,2,Consumer Cyclical
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1,Basic Materials
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1,Communication Services
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1,Consumer Cyclical
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,1,1,INE324X01026,1,Consumer Defensive
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10,Technology
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10,Healthcare
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1,Basic Materials
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10,Financial Services
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10,Basic Materials
SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1,Industrials
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2,Industrials
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10,Financial Services
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1,Real Estate
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10,Financial Services
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10,Financial Services
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1,Financial Services
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2,Consumer Cyclical
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5,Communication Services
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2,Industrials
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10,Industrials
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10,Real Estate
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,10,1,INE090501011,10,Basic Materials
SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10,Consumer Defensive
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2,1,INE480C01038,2,Consumer Defensive
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10,Industrials
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,INE0BTM01013,10,Industrials
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5,Technology
SEJALLTD,Sejal Glass Limited,EQ,13-DEC-2021,10,1,INE955I01044,10,Industrials
SELMC,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10,1,INE105I01020,10,Consumer Cyclical
SEMAC,Semac Construction Limited,BE,11-AUG-2005,10,1,INE617A01013,10,Industrials
SENCO,Senco Gold Limited,EQ,14-JUL-2023,5,1,INE602W01027,5,Consumer Cyclical
SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10,1,INE0RB801010,10,Healthcare
SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10,Industrials
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2,Healthcare
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1,1,INE782X01033,1,Industrials
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2,Basic Materials
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2,Consumer Cyclical
SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1,1,INE023M01027,1,Industrials
SEYAIND,Seya Industries Limited,BE,11-JUL-2019,10,1,INE573R01012,10,Basic Materials
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5,Consumer Cyclical
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,10,1,INE618R01015,10,Financial Services
SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10,Industrials
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10,Consumer Cyclical
SGLTL,Standard Glass Lining Technology Limited,EQ,13-JAN-2025,10,1,INE0M4D01010,10,Industrials
SGMART,SG Mart Limited,EQ,12-SEP-2025,1,1,INE385F01024,1,Industrials
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1,1,INE482J01021,1,Basic Materials
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10,Basic Materials
SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2,1,INE151G01028,2,Basic Materials
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10,Industrials
SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10,Healthcare
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2,Basic Materials
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10,Consumer Cyclical
SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10,Consumer Defensive
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1,Industrials
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,10,1,INE06ZD01017,10,Consumer Cyclical
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10,Basic Materials
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2,Consumer Cyclical
SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,2,1,INE932X01026,2,Financial Services
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-JAN-2011,10,1,INE268L01046,10,Consumer Cyclical
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10,Communication Services
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1,Healthcare
SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5,Basic Materials
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2,Consumer Cyclical
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10,Consumer Cyclical
SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10,Consumer Cyclical
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10,Basic Materials
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5,Consumer Cyclical
SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,2,1,INE715Y01031,2,Real Estate
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10,Basic Materials
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10,Basic Materials
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,10,1,INE1B6101010,10,Industrials
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10,Basic Materials
SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5,Consumer Cyclical
SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1,Basic Materials
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10,Basic Materials
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,10,1,INE1B3L01017,10,Consumer Cyclical
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10,Consumer Cyclical
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2,Financial Services
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10,Real Estate
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1,Basic Materials
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10,Basic Materials
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10,Technology
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2,Industrials
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1,Healthcare
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10,Industrials
SIGMA,Sigma Solve Limited,BE,09-JUN-2023,1,1,INE0A0S01028,1,Technology
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1,Real Estate
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2,1,INE0KGZ01021,2,Communication Services
SIKKO,Sikko Industries Limited,EQ,22-OCT-2021,10,1,INE112X01017,10,Basic Materials
SIL,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5,Consumer Cyclical
SILGO,Silgo Retail Limited,BE,03-MAR-2021,10,1,INE01II01013,10,Consumer Cyclical
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10,Financial Services
SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-JUL-2020,10,1,INE203Y01012,10,Communication Services
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10,Technology
SIMBHALS,Simbhaoli Sugars Limited,BE,14-MAR-2016,10,1,INE748T01016,10,Consumer Defensive
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2,Industrials
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2,Consumer Cyclical
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1,Industrials
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10,Consumer Cyclical
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10,Basic Materials
SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5,Industrials
SITINET,Siti Networks Limited,BZ,10-JAN-2007,1,1,INE965H01011,1,Communication Services
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2,Consumer Cyclical
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10,Consumer Cyclical
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10,Utilities
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10,Industrials
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1,Industrials
SKMEGGPROD,SKM Egg Products Export (India) Limited,BE,14-MAR-1997,10,1,INE411D01015,10,Consumer Defensive
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10,1,INE01IU01018,10,Consumer Cyclical
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2,Technology
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10,1,INE0NAZ01010,10,Real Estate
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2,Financial Services
SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10,Consumer Cyclical
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10,Industrials
SMSLIFE,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10,Healthcare
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1,Healthcare
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10,Industrials
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10,Real Estate
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10,Technology
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10,Healthcare
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2,Basic Materials
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,10,1,INE880Y01017,10,Technology
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,Industrials
SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,10,1,INE314C01013,10,Consumer Cyclical
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,Industrials
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10,Consumer Cyclical
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5,Consumer Cyclical
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,Technology
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2,Basic Materials
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,Financial Services
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10,Energy
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,Consumer Cyclical
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,Financial Services
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,Healthcare
SPCENET,Spacenet Enterprises India Limited,EQ,10-JAN-2017,1,1,INE970N01027,1,Financial Services
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,Consumer Cyclical
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10,1,INE01EO01010,10,Industrials
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,Consumer Cyclical
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,Basic Materials
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,Consumer Cyclical
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2,Basic Materials
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,Industrials
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1,Consumer Cyclical
SRD,Shankar Lal Rampal Dye-Chem Limited,BE,09-OCT-2024,10,1,INE01NE01012,10,Basic Materials
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,Consumer Cyclical
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,Industrials
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10,Financial Services
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,Basic Materials
SRM,SRM Contractors Limited,EQ,03-APR-2024,10,1,INE0R6Z01013,10,Industrials
SRPL,Shree Ram Proteins Limited,BZ,23-SEP-2020,1,1,INE008Z01020,1,Consumer Defensive
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10,Consumer Cyclical
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1,Consumer Cyclical
STALLION,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025,10,1,INE0RYC01010,10,Basic Materials
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2,Consumer Cyclical
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,Healthcare
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,Basic Materials
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10,Financial Services
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,Basic Materials
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10,Financial Services
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10,Industrials
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,1,1,INE124E01038,1,Basic Materials
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,Financial Services
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1,Basic Materials
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,Financial Services
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,Industrials
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,2,1,INE1VXE01018,2,Communication Services
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,Technology
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10,Consumer Cyclical
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,10,1,INE04VU01023,10,Technology
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5,Consumer Cyclical
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,5,1,INE01FR01028,5,Consumer Cyclical
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10,1,INE189B01011,10,Basic Materials
SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5,Technology
SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2,Consumer Cyclical
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2,Basic Materials
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5,1,INE450E01029,5,Basic Materials
SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2,1,INE142Q01026,2,Consumer Defensive
SUMEETINDS,Sumeet Industries Limited,BE,10-DEC-2010,2,1,INE235C01036,2,Consumer Cyclical
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10,Basic Materials
SUMIT,Sumit Woods Limited,EQ,30-JUL-2019,10,1,INE748Z01013,10,Real Estate
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10,Financial Services
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,5,1,INE0Q3R01026,5,Industrials
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1,Basic Materials
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10,Financial Services
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5,Financial Services
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10,Consumer Cyclical
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1,Consumer Cyclical
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002,10,1,INE209A01019,10,Consumer Defensive
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10,Basic Materials
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1,Healthcare
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1,Real Estate
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5,Communication Services
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10,Consumer Cyclical
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1,Consumer Cyclical
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1,Consumer Cyclical
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10,1,INE822E01011,10,Real Estate
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2,Industrials
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10,1,INE550H01011,10,Industrials
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2,Healthcare
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,5,1,INE843S01025,5,Real Estate
SURAJLTD,Suraj Limited,EQ,29-AUG-2024,10,1,INE713C01016,10,Basic Materials
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2,1,INE877V01027,2,Healthcare
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5,Technology
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1,Utilities
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10,Consumer Cyclical
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,5,1,INE335A01020,5,Basic Materials
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10,Financial Services
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1,Consumer Cyclical
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1,Healthcare
SUVIDHAA,Suvidhaa Infoserve Limited,BE,31-MAR-2021,1,1,INE018401013,1,Technology
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,10,1,INE442P01014,10,Communication Services
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2,Industrials
